Year	PM2	PM10	Notes	Notes	Year	City	Country
2012	12	24	"1 station, NA"	measured data	2012	Invercargill	New Zealand
2012	9	18	"1 station, NA"	measured data	2012	Kaiapoi	New Zealand
2012	5	10	"1 station, NA"	measured data	2012	Lower Hutt	New Zealand
2012	12	14	"1 station, NA"	measured data	2012	Masterton	New Zealand
2012	6	13	"1 station, NA"	measured data	2012	Matamata	New Zealand
2012	7	14	"1 station, NA"	measured data	2012	Napier	New Zealand
2012	9	19	"1 station, NA"	measured data	2012	Nelson Airshed A	New Zealand
2012	10	20	"1 station, NA"	measured data	2012	Nelson Airshed B	New Zealand
2012	6	13	"1 station, NA"	measured data	2012	Ngaruawahia	New Zealand
2012	6	12	"1 station, NA"	measured data	2012	Porirua	New Zealand
2012	6	12	"1 station, NA"	measured data	2012	Putaruru	New Zealand
2012	8	17	"1 station, NA"	measured data	2012	Rangiora	New Zealand
2012	10	20	"1 station, NA"	measured data	2012	Richmond	New Zealand
2012	9	18	"1 station, NA"	measured data	2012	Rotorua	New Zealand
2012	7	14	"1 station, NA"	measured data	2012	Taihape	New Zealand
2012	8	17	"1 station, NA"	measured data	2012	Taumarunui	New Zealand
2012	6	13	"1 station, NA"	measured data	2012	Taupo	New Zealand
2012	6	12	"2 stations, NA"	measured data	2012	Tauranga	New Zealand
2012	2.73	6	"1 station, NA"	measured data	2012	Te Anau	New Zealand
2012	8	16	"1 station, NA"	measured data	2012	Te Kuiti	New Zealand
2012	15	28	"1 station, NA"	measured data	2012	Timaru	New Zealand
2012	8	17	"1 station, NA"	measured data	2012	Tokoroa	New Zealand
2012	5	10	"1 station, NA"	measured data	2012	Turangi	New Zealand
2012	5	10	"1 station, NA"	measured data	2012	Upper Hutt	New Zealand
2012	9	18	"1 station, NA"	measured data	2012	Waimate	New Zealand
2012	5	10	"1 station, NA"	measured data	2012	Wainuiomata	New Zealand
2012	8	17	"1 station, NA"	measured data	2012	Washdyke	New Zealand
2012	6	13	"1 station, NA"	measured data	2012	Wellington	New Zealand
2012	7	15	"1 station, NA"	measured data	2012	Whangarei	New Zealand
2009	49	373	"1 station, NA"	measured data	2009	Aba	Nigeria
2009	28	88	"1 station, NA"	measured data	2009	Abakaliki	Nigeria
2009	25	72	"1 station, NA"	measured data	2009	Afikpo	Nigeria
2009	15	115	"1 station, NA"	measured data	2009	Enugu	Nigeria
2010	26	103	"1 station, University campus"	measured data	2010	Ile-Ife	Nigeria
2013	90	423	-	converted from PM2.5	2013	Kaduna	Nigeria
2009	24	57	"1 station, NA"	measured data	2009	Nnewi	Nigeria
2009	14	117	"1 station, NA"	measured data	2009	Nsukka	Nigeria
2009	66	594	"1 station, NA"	measured data	2009	Onitsha	Nigeria
2009	16	52	"1 station, NA"	measured data	2009	Orlu	Nigeria
2009	44	158	"1 station, NA"	measured data	2009	Owerri	Nigeria
2009	40	274	"1 station, NA"	measured data	2009	Umuahia	Nigeria
2013	8	16	"2 stations, traffic, urban"	measured data	2013	AALESUND	Norway
2013	10	17	"1 station, traffic, suburban"	measured data	2013	BAERUM	Norway
2013	9	19	"2 stations, background, urban"	measured data	2013	BERGEN	Norway
2013	13	28	"1 station, traffic, suburban"	measured data	2013	DRAMMEN	Norway
2013	13	28	"1 station, traffic, suburban"	measured data	2013	FREDRIKSTAD	Norway
2013	9	19	"2 stations, background, urban"	measured data	2013	KRISTIANSAND	Norway
2013	8	18	"2 stations, traffic, suburban"	measured data	2013	LILLEHAMMER	Norway
2013	10	21	"1 station, industrial, suburban"	measured data	2013	MO I RANA	Norway
2013	11	22	"7 stations, traffic, urban"	measured data	2013	OSLO	Norway
2013	9	22	"2 stations, background, urban"	measured data	2013	STAVANGER	Norway
2013	8	16	-	converted from PM2.5	2013	TROMSØ	Norway
2013	8	18	"3 stations, traffic, urban"	measured data	2013	TRONDHEIM	Norway
2009	35	82	"4 stations in 1 city: 1 commercial, 2 industrial, 1 unknown"	measured data	2009	Muscat	Oman
2011	66	217	-	converted from PM2.5	2011	Islamabad	Pakistan
2009	88	290	-	converted from PM2.5	2009	Karachi	Pakistan
2010	68	198	"1 station, 1 station: residential"	measured data	2010	Lahore	Pakistan
2010	111	540	"1 station, 1 station: N/A"	measured data	2010	Peshawar	Pakistan
2010	107	448	"1 station, 1 station: residential"	measured data	2010	Rawalpindi	Pakistan
2013	14	31	"2 stations, NA"	measured data	2013	Panama	Panama
2010	18	34	-	converted from PM2.5	2010	Asunción	Paraguay
2013	48	88	"5 stations, NA"	measured data	2013	Lima	Peru
2013	44	84	"1 station, NA"	measured data	2013	Baguio City	Philippines
2013	28	54	"2 stations, NA"	measured data	2013	Cebu	Philippines
2013	27	51	"1 station, NA"	measured data	2013	Daguapan City	Philippines
2013	11	21	"1 station, NA"	measured data	2013	Davao City	Philippines
2013	17	55	"9 stations, urban background general and roadside"	measured data	2014	Manila	Philippines
2013	32	61	"1 station, NA"	measured data	2013	San Carlos City	Philippines
2013	24	45	"1 station, NA"	measured data	2013	Urdaneta	Philippines
2013	26	49	"2 stations, NA"	measured data	2013	Zamboanga City	Philippines
2013	23	32	"1 station, background, rural"	measured data	2013	BELSK DUZY	Poland
2013	20	28	"1 station, background, urban"	measured data	2013	BIALA PODLASKA	Poland
2013	20	25	"2 stations, background, urban"	measured data	2013	BIALYSTOK	Poland
2013	34	41	"1 station, background, urban"	measured data	2013	BIELSKO BIALA	Poland
2013	30	39	"1 station, background, urban"	measured data	2013	BOCHNIA	Poland
2013	15	21	"1 station, industrial, urban"	measured data	2013	BOGATYNIA	Poland
2013	34	46	"1 station, background, urban"	measured data	2013	BRZEZINY	Poland
2013	24	31	"1 station, background, urban"	measured data	2013	BUSKO-ZDROJ	Poland
2013	21	35	"2 stations, background, urban"	measured data	2013	BYDGOSZCZ	Poland
2013	21	29	"1 station, background, suburban"	measured data	2013	CHELM	Poland
2013	20	28	"1 station, background, urban"	measured data	2013	CIECHANOW	Poland
2013	16	21	"1 station, background, suburban"	measured data	2013	CIECHOCINEK	Poland
2013	27	36	"1 station, background, urban"	measured data	2013	CIESZYN	Poland
2013	29	35	"1 station, background, urban"	measured data	2013	CZESTOCHOWA	Poland
2013	32	43	"1 station, background, urban"	measured data	2013	DABROWA GORNICZA	Poland
2013	19	26	"1 station, industrial, rural"	measured data	2013	DZIALOSZYN	Poland
2013	21	29	"1 station, background, urban"	measured data	2013	DZIERZONIOW	Poland
2013	17	23	"1 station, background, urban"	measured data	2013	ELBLAG	Poland
2013	18	24	"1 station, background, rural"	measured data	2013	GAJEW	Poland
2013	13	20	"6 stations, background, urban"	measured data	2013	GDANSK	Poland
2013	12	16	"2 stations, background, urban"	measured data	2013	GDYNIA	Poland
2013	35	46	"1 station, background, urban"	measured data	2013	GLIWICE	Poland
2013	23	31	"1 station, background, urban"	measured data	2013	GLOGOW	Poland
2013	24	33	"1 station, background, urban"	measured data	2013	GNIEZNO	Poland
2013	38	51	"1 station, background, urban"	measured data	2013	GODOW	Poland
2013	17	23	"1 station, background, urban"	measured data	2013	GOLDAP	Poland
2013	23	31	"1 station, background, urban"	measured data	2013	GORLICE	Poland
2013	16	26	"2 stations, background, urban"	measured data	2013	GORZOW WLKP.	Poland
2013	16	22	"1 station, background, rural"	measured data	2013	GRANICA	Poland
2013	23	31	"1 station, background, urban"	measured data	2013	GRUDZIADZ	Poland
2013	8	10	"1 station, background, suburban"	measured data	2013	INOWROCLAW	Poland
2013	32	43	"1 station, background, urban"	measured data	2013	JAROSLAW	Poland
2013	26	35	"1 station, background, urban"	measured data	2013	JASLO	Poland
2013	12	16	"1 station, industrial, rural"	measured data	2013	JASNA GORA	Poland
2013	30	41	"1 station, background, urban"	measured data	2013	JELENIA GORA	Poland
2013	32	35	"1 station, background, urban"	measured data	2013	KALISZ	Poland
2013	35	45	"2 stations, background, urban"	measured data	2013	KATOWICE	Poland
2013	33	39	"1 station, background, urban"	measured data	2013	KEDZIERZYN-KOZLE	Poland
2013	29	36	"2 stations, background, urban"	measured data	2013	KIELCE	Poland
2013	22	30	"1 station, background, urban"	measured data	2013	KLODZKO	Poland
2013	27	38	"1 station, background, urban"	measured data	2013	KLUCZBORK	Poland
2013	36	48	"1 station, background, urban"	measured data	2013	KNUROW	Poland
2013	21	29	"1 station, background, rural"	measured data	2013	KONICZYNKA	Poland
2013	22	30	"1 station, background, urban"	measured data	2013	KONIN	Poland
2013	28	37	"1 station, background, urban"	measured data	2013	KOSCIERZYNA	Poland
2013	12	21	"1 station, background, urban"	measured data	2013	KOSZALIN	Poland
2013	37	51	"3 stations, traffic, urban"	measured data	2013	KRAKOW	Poland
2013	22	30	"1 station, background, suburban"	measured data	2013	KRASNIK	Poland
2013	28	34	"1 station, background, urban"	measured data	2013	KROSNO	Poland
2013	18	24	"1 station, background, urban"	measured data	2013	KWIDZYN	Poland
2013	25	33	"1 station, background, suburban"	measured data	2013	LEGIONOWO	Poland
2013	27	38	"1 station, background, urban"	measured data	2013	LEGNICA	Poland
2013	22	30	"1 station, background, urban"	measured data	2013	LESZNO	Poland
2013	27	38	"5 stations, background, urban"	measured data	2013	LODZ	Poland
2013	28	27	"1 station, background, urban"	measured data	2013	LOMZA	Poland
2013	21	29	"2 stations, background, urban"	measured data	2013	LUBLIN	Poland
2013	24	32	"1 station, background, urban"	measured data	2013	LUBLINIEC	Poland
2013	18	24	"1 station, background, urban"	measured data	2013	MALBORK	Poland
2013	31	42	"1 station, background, urban"	measured data	2013	MIELEC	Poland
2013	24	32	"1 station, background, urban"	measured data	2013	MLAWA	Poland
2013	19	25	-	converted from PM2.5	2013	MYSLIBORZ	Poland
2013	30	41	"1 station, background, urban"	measured data	2013	MYSZKOW	Poland
2013	32	44	"1 station, background, urban"	measured data	2013	NAKLO	Poland
2013	20	27	"1 station, background, urban"	measured data	2013	NIDZICA	Poland
2013	36	48	"1 station, background, urban"	measured data	2013	NIEPOLOMICE	Poland
2013	26	35	"1 station, background, urban"	measured data	2013	NISKO	Poland
2013	35	47	"1 station, background, urban"	measured data	2013	NOWA RUDA	Poland
2013	36	45	"1 station, background, urban"	measured data	2013	NOWY SACZ	Poland
2013	30	41	"1 station, background, urban"	measured data	2013	NOWY TOMYSL	Poland
2013	25	34	"1 station, background, urban"	measured data	2013	OLAWA	Poland
2013	23	31	"1 station, background, urban"	measured data	2013	OLESNICA	Poland
2013	30	40	"1 station, background, urban"	measured data	2013	OLESNO	Poland
2013	16	22	"1 station, background, urban"	measured data	2013	OLSZTYN	Poland
2013	39	53	"1 station, background, urban"	measured data	2013	OPOCZNO	Poland
2013	24	31	"2 stations, background, urban"	measured data	2013	OPOLE	Poland
2013	16	21	"1 station, background, urban"	measured data	2013	OSTRODA	Poland
2013	18	25	"1 station, background, urban"	measured data	2013	OSTROLEKA	Poland
2013	28	38	"1 station, background, urban"	measured data	2013	OSTROW WIELKOPOLSKI	Poland
2013	28	38	"1 station, background, suburban"	measured data	2013	OTWOCK	Poland
2013	19	26	"1 station, background, urban"	measured data	2013	OZAROW	Poland
2013	28	38	"2 stations, background urban, industrial, urban"	measured data	2013	PABIANICE	Poland
2013	27	35	"1 station, background, suburban"	measured data	2013	PIASTOW	Poland
2013	20	27	"1 station, background, urban"	measured data	2013	PILA	Poland
2013	30	39	"2 stations, background, urban"	measured data	2013	PIOTRKOW TRYBUNALSKI	Poland
2013	22	28	"2 stations, background, urban"	measured data	2013	PLOCK	Poland
2013	26	33	"1 station, background, rural"	measured data	2013	POLANIEC	Poland
2013	22	30	"1 station, background, urban"	measured data	2013	POLKOWICE	Poland
2013	21	27	"4 stations, background, urban"	measured data	2013	POZNAN	Poland
2013	34	46	"1 station, background, urban"	measured data	2013	PROSZOWICE	Poland
2013	43	58	"1 station, background, urban"	measured data	2013	PSZCZYNA	Poland
2013	25	34	"1 station, background, suburban"	measured data	2013	PULAWY	Poland
2013	24	35	"2 stations, background, urban"	measured data	2013	RADOM	Poland
2013	15	20	"1 station, industrial, rural"	measured data	2013	RADOMIERZYCE	Poland
2013	27	37	"2 stations, background, urban"	measured data	2013	RADOMSKO	Poland
2013	21	28	"1 station, background, suburban"	measured data	2013	RADZYN PODLASKI	Poland
2013	33	44	"1 station, background, urban"	measured data	2013	RAWA MAZOWIECKA	Poland
2013	22	30	"1 station, industrial, rural"	measured data	2013	RUDNA	Poland
2013	40	53	"1 station, background, urban"	measured data	2013	RYBNIK	Poland
2013	25	32	"1 station, background, urban"	measured data	2013	RZESZOW	Poland
2013	22	29	"1 station, background, urban"	measured data	2013	SANOK	Poland
2013	28	33	"1 station, background, urban"	measured data	2013	SIEDLCE	Poland
2013	29	39	"1 station, background, urban"	measured data	2013	SIERADZ	Poland
2013	24	32	"1 station, background, suburban"	measured data	2013	SITKOWKA NOWINY	Poland
2013	37	50	"1 station, background, urban"	measured data	2013	SKAWINA	Poland
2013	28	38	"1 station, background, urban"	measured data	2013	SKIERNIEWICE	Poland
2013	17	23	"1 station, background, urban"	measured data	2013	SLUPSK	Poland
2013	12	16	"1 station, background, urban"	measured data	2013	SOPOT	Poland
2013	33	44	"1 station, background, urban"	measured data	2013	SOSNOWIEC	Poland
2013	27	33	"1 station, background, urban"	measured data	2013	STARACHOWICE	Poland
2013	29	39	"1 station, background, urban"	measured data	2013	STAROGARD GDANSKI	Poland
2013	39	53	"1 station, background, urban"	measured data	2013	SUCHA BESKIDZKA	Poland
2013	20	27	"1 station, background, urban"	measured data	2013	SULECIN	Poland
2013	14	19	"1 station, background, urban"	measured data	2013	SUWALKI	Poland
2013	27	37	"1 station, background, urban"	measured data	2013	SWIDNICA	Poland
2013	18	24	"1 station, industrial, suburban"	measured data	2013	SWIECIE	Poland
2013	25	34	"1 station, background, urban"	measured data	2013	SZCZAWNO ZDROJ	Poland
2013	15	23	"3 stations, background, urban"	measured data	2013	SZCZECIN	Poland
2013	14	26	"3 stations, background, urban"	measured data	2013	SZCZECINEK	Poland
2013	27	34	"1 station, background, urban"	measured data	2013	TARNOW	Poland
2013	21	28	"1 station, industrial, rural"	measured data	2013	TARNOWEK	Poland
2013	21	29	"1 station, background, suburban"	measured data	2013	TARNOWO PODGORNE	Poland
2013	30	41	"1 station, background, urban"	measured data	2013	TARNOWSKIE GORY	Poland
2013	32	43	"1 station, background, urban"	measured data	2013	TOMASZOW MAZOWIECKI	Poland
2013	17	29	"3 stations, background, urban"	measured data	2013	TORUN	Poland
2013	28	34	"1 station, background, urban"	measured data	2013	TRZEBINIA	Poland
2013	16	21	"1 station, background, suburban"	measured data	2013	TUCHOLA	Poland
2013	36	48	"1 station, background, urban"	measured data	2013	TUCHOW	Poland
2013	32	43	"1 station, background, urban"	measured data	2013	TYCHY	Poland
2013	35	47	"1 station, background, urban"	measured data	2013	WADOWICE	Poland
2013	23	31	"1 station, background, urban"	measured data	2013	WAGROWIEC	Poland
2013	24	33	"1 station, background, urban"	measured data	2013	WALBRZYCH	Poland
2013	26	33	"5 stations, traffic, urban"	measured data	2013	WARSZAWA	Poland
2013	18	24	"1 station, background, rural"	measured data	2013	WIDUCHOWA	Poland
2013	13	18	"1 station, background, urban"	measured data	2013	WLADYSLAWOWO	Poland
2013	19	31	"2 stations, background, suburban"	measured data	2013	WLOCLAWEK	Poland
2013	39	53	"1 station, background, urban"	measured data	2013	WODZISLAW SLASKI	Poland
2013	29	36	"2 stations, background, urban"	measured data	2013	WROCLAW	Poland
2013	22	27	"1 station, background, urban"	measured data	2013	WSCHOWA	Poland
2013	14	18	"1 station, industrial, rural"	measured data	2013	WYSZKOW	Poland
2013	21	28	"1 station, background, urban"	measured data	2013	ZABKOWICE SLASKIE	Poland
2013	35	47	"1 station, background, urban"	measured data	2013	ZABRZE	Poland
2013	32	37	"1 station, background, urban"	measured data	2013	ZAKOPANE	Poland
2013	22	31	"1 station, background, urban"	measured data	2013	ZAMOSC	Poland
2013	31	42	"1 station, background, urban"	measured data	2013	ZAWIERCIE	Poland
2013	33	45	"1 station, background, urban"	measured data	2013	ZDUNSKA WOLA	Poland
2013	27	36	"1 station, background, urban"	measured data	2013	ZGIERZ	Poland
2013	24	30	"1 station, background, urban"	measured data	2013	ZGORZELEC	Poland
2013	20	26	"1 station, background, urban"	measured data	2013	ZIELONA GORA	Poland
2013	14	18	"1 station, background, rural"	measured data	2013	ZIELONKA	Poland
2013	24	32	"1 station, background, urban"	measured data	2013	ZLOTORYJA	Poland
2013	23	28	"1 station, background, rural"	measured data	2013	ZLOTY POTOK	Poland
2013	31	45	"1 station, background, urban"	measured data	2013	ZORY	Poland
2013	27	37	"1 station, background, urban"	measured data	2013	ZYRARDOW	Poland
2013	43	58	"1 station, background, urban"	measured data	2013	ZYWIEC	Poland
2014	14	19	"1 station, Urban background"	measured data	2014	Albufeira	Portugal
2014	9	14	"1 station, Urban background"	measured data	2014	Almada	Portugal
2014	9	12	"1 station, Urban background"	measured data	2014	Braga	Portugal
